workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,rotten,cheese,age,food,26,0.09,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,big,couch,size,furniture,27,0.08,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
0,small,banana,size,food,28,0.12,inherent,ENGLISH,2,Female,30,,Yes,3,Windows,900,1600,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3QBD8R3Z22WL7ZQFX3G8G29KKJ24OL,0,Submitted,Tue Apr 19 02:38:04 PDT 2016,Mon Apr 18 09:56:25 PDT 2016,Mon Apr 18 09:58:04 PDT 2016,,,,,,[],1.5997
1,hard,TV,texture,furniture,3,0.83,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
1,soft,tomato,texture,food,4,0.43,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
1,huge,tomato,size,food,5,0.7,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
1,brown,chair,color,furniture,6,0.2,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
1,blue,banana,color,food,7,0.82,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
1,bad,carrot,quality,food,8,0.73,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
1,new,chair,age,furniture,9,0.65,subjective,English,1,Female,55,,Yes,4,Windows,768,1366,Chrome,34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:03 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:03 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=34XASH8KLQZGA5TTS5OI2D0RQLRMP6,3AZHRG4CU5XFMMFSV49EGWLW8GR30A,1,Submitted,Tue Apr 19 02:40:01 PDT 2016,Mon Apr 18 09:56:30 PDT 2016,Mon Apr 18 10:00:01 PDT 2016,,,,,,[],3.462833333333333
